x,x_vel,yaw,yaw_vel
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.009664132259806703,-0.007845827669117825,-0.009664132259806703,0.004709782051275886
-0.009664132259806703,-0.007845827669117825,-0.009664132259806703,0.004709782051275886
-0.009231266180157521,-0.006963980363283518,-0.009231266180157521,0.00485547399503932
-0.00874586842346252,-0.011911402906930865,-0.00874586842346252,0.004633885134802743
-0.009322903805811342,-0.019110987565453437,-0.009322903805811342,0.004297311634345161
-0.009382339645469044,-0.006529202135891742,-0.009382339645469044,0.004107919719635127
-0.008339184605260026,-0.015480824058847044,-0.008339184605260026,0.0038461779775102703
-0.008339184605260026,-0.015480824058847044,-0.008339184605260026,0.0038461779775102703
-0.008906680568544822,-0.005362216773064487,-0.008906680568544822,0.0040404285360118655
-0.00891776044090073,-0.007709669261847216,-0.00891776044090073,0.004750062219339344
-0.008758651353869143,-0.004654884732949593,-0.008758651353869143,0.004988427348369368
-0.009478466783855036,-0.011006752325338725,-0.009478466783855036,0.004416533597541776
-0.009409273537262081,-0.008909774105529641,-0.009409273537262081,0.004803245893264047
-0.009407357229206074,-0.005157038351923776,-0.009407357229206074,0.004697007200586003
-0.009018647144533019,-0.012312701953808588,-0.009018647144533019,0.0040908762696791005
-0.008543644983789787,-0.006379188238494624,-0.008543644983789787,0.004804077108407175
-0.00855284296531838,-0.011495983705129624,-0.00855284296531838,0.0045159657836253845
-0.008590155758830535,-0.018908577766267164,-0.008590155758830535,0.004649775381323113
-0.008428981868028632,-0.025689412694111548,-0.008428981868028632,0.0049651796923785435
-0.008433442864293914,-0.005961479497474595,-0.008433442864293914,0.004892642606849442
-0.008224558319987115,-0.012081844527647575,-0.008224558319987115,0.004288222444462276
-0.008440534443925465,-0.005203724604764312,-0.008440534443925465,0.003972802027136503
-0.009359458027575889,-0.0051915540782831535,-0.009359458027575889,0.003619274351718459
-0.010181159680372864,-0.010209564516255033,-0.010181159680372864,0.0038479332047982625
-0.009638270849586628,-0.007170538951737693,-0.009638270849586628,0.003430891421865787
-0.009613097926848158,-0.0052190375013516505,-0.009613097926848158,0.003336041687417238
-0.009756147636222855,-0.008107786227710197,-0.009756147636222855,0.0038856224828795055
-0.009730589304309905,-0.0057442276257982485,-0.009730589304309905,0.00461221146474018
-0.00968346647878389,-0.011041342340895467,-0.00968346647878389,0.0040100948213098115
-0.009108901620743962,-0.019322070163262147,-0.009108901620743962,0.0037820477644338176
-0.008422593749274829,-0.008042258292891902,-0.008422593749274829,0.0035333753556592313
-0.008422593749274829,-0.008042258292891902,-0.008422593749274829,0.0035333753556592313
-0.009328044136006314,-0.01699174640374939,-0.009328044136006314,0.003610350436968327
-0.00933029589412719,-0.005653618774298385,-0.00933029589412719,0.003450242431458348
-0.009704858045041448,-0.009112043053135887,-0.009704858045041448,0.0038297633035731422
-0.010572608013900005,-0.016639516696942594,-0.010572608013900005,0.005047551131429032
-0.00899389015502973,-0.0022799077455729067,-0.00899389015502973,0.035030233942066565
-0.00899389015502973,-0.0022799077455729067,-0.00899389015502973,0.035030233942066565
-0.004191427818623589,0.05423347245120132,-0.004191427818623589,0.06159244793657042
-0.002884195949526114,0.12553296992817634,-0.002884195949526114,0.0722544382303475
-0.0011867918531555995,0.1930571288754534,-0.0011867918531555995,0.04833023180138976
-0.0049065932956308435,0.19215602531691803,-0.0049065932956308435,0.07195980101069924
-0.006800404046964288,0.1701711587323079,-0.006800404046964288,0.08662683790426051
-0.006682393361387157,-0.03203611924224853,-0.006682393361387157,0.08517103868136984
-0.004352622531692038,-0.05653663219384923,-0.004352622531692038,0.08270937317257279
-0.002472344307589497,-0.05704665525109245,-0.002472344307589497,0.04344398376365115
-0.0021504003828441676,-0.05698340665652359,-0.0021504003828441676,0.020667104423405098
-0.004624068990461025,-0.03020535367355375,-0.004624068990461025,0.018165179318846123
-0.005506044313812334,-0.038196189837298646,-0.005506044313812334,0.013237971311455154
-0.007319747925612176,-0.0480352192657236,-0.007319747925612176,0.010594459454854696
-0.007319747925612176,-0.0480352192657236,-0.007319747925612176,0.010594459454854696
-0.00558540496167874,0.04593534916180983,-0.00558540496167874,0.01335829955418893
-0.0075142507907684656,0.04036584959193447,-0.0075142507907684656,0.010373161616651945
-0.0075142507907684656,0.04036584959193447,-0.0075142507907684656,0.010373161616651945
-0.01048653545804152,0.2886734402850444,-0.01048653545804152,0.012921862730388554
-0.007499629617065054,0.2770828982872289,-0.007499629617065054,0.015453955760842353
-0.008241206086917502,0.2728708819460708,-0.008241206086917502,0.01984040996539865
-0.007496693379979635,0.1143899505806483,-0.007496693379979635,0.017190967617939864
-0.005348323524665336,0.11015193355296383,-0.005348323524665336,0.01631232185284846
-0.0051667106112364206,0.10062088031184413,-0.0051667106112364206,0.010688816440802568
-0.005372848185190215,0.10018295904269824,-0.005372848185190215,0.008382555927359845
-0.005382362096080988,0.09365821347176749,-0.005382362096080988,0.016168661046512416
-0.005363266672495328,0.08719608085444157,-0.005363266672495328,0.014615098410161108
-0.008923981410292922,0.0796090594942298,-0.008923981410292922,0.015793278808207484
-0.009404277906974184,0.06808624975327578,-0.009404277906974184,0.01369364564021778
-0.009463897354070896,0.0658072886373437,-0.009463897354070896,0.01998684088486651
-0.006547410032495267,0.05787319443468677,-0.006547410032495267,0.020917913699684158
-0.006547410032495267,0.05787319443468677,-0.006547410032495267,0.020917913699684158
-0.004519609968270812,0.041702645323848736,-0.004519609968270812,0.021048199463548797
-0.003961916316282204,0.03675658217736516,-0.003961916316282204,0.01790805572620225
-0.003953424562677719,0.05418911283522755,-0.003953424562677719,0.013753247577241345
-0.0030883268012825565,0.046454288476630606,-0.0030883268012825565,0.017453628647513788
-0.0008455048672575622,0.1266160023534444,-0.0008455048672575622,0.01663498838262909
0.0013028435616526139,0.23819012567090686,0.0013028435616526139,0.017910863736912825
0.0006454022284588306,0.2347491817201763,0.0006454022284588306,0.021724882177229468
-0.0011986049547712038,0.3726594477526609,-0.0011986049547712038,0.025090941591374528
-0.003412976091649613,0.36885580717551636,-0.003412976091649613,0.025455836853810372
-0.004618410842560297,0.35929992944647793,-0.004618410842560297,0.015223680950658663
-0.006451706207323164,0.4694770525678121,-0.006451706207323164,0.012971033432064752
-0.00892172894985776,0.7248887221445013,-0.00892172894985776,0.012246788344915424
-0.008506580248058813,0.71334695014708,-0.008506580248058813,0.019014461524772246
-0.007735371884901943,0.45998797232946004,-0.007735371884901943,0.026932965001713716
-0.003674416458110953,0.4553819557567782,-0.003674416458110953,0.011580195289910897
-0.0015146058780992813,-0.054960839772027294,-0.0015146058780992813,0.006727168965314621
0.000626868719109685,-0.06200606422744853,0.000626868719109685,0.003128110086855436
-0.000626335244935705,-0.06698664441514253,-0.000626335244935705,0.0032937721699919714
-0.003573027201173672,0.30440369411414914,-0.003573027201173672,0.0025460092004269087
-0.0033111974634967463,0.29022557881368694,-0.0033111974634967463,0.013069135583537431
-0.0016705590794990292,0.2826392127815543,-0.0016705590794990292,0.007657974389340132
-0.0034113265006402056,0.1691304923777171,-0.0034113265006402056,0.008633262572952782
-0.0037672048056723844,0.163014087597889,-0.0037672048056723844,0.010201329952148959
-0.003133809710782718,0.15618540226828895,-0.003133809710782718,0.007540056638679294
-0.003045514589610934,0.08010341416510659,-0.003045514589610934,0.007118993221078708
-0.002990148765194582,0.0765486010130217,-0.002990148765194582,0.009350214697576992
-0.0018419658949949212,0.07136428599953407,-0.0018419658949949212,0.009702924173261967
-0.00410740983952034,0.1710598413013463,-0.00410740983952034,0.013317276670754793
-0.0026895487090400822,0.16801125961745905,-0.0026895487090400822,0.011411923285586642
-0.0009635027975231246,0.16398797320800867,-0.0009635027975231246,0.0043162078935202255
-0.0014263338487085627,0.15656455384606405,-0.0014263338487085627,0.009028758978387067
-0.0024339865752926026,0.07318650739891207,-0.0024339865752926026,0.010795344987501544
-0.0030475704810322924,0.06166713895291091,-0.0030475704810322924,0.00641465029060821
-0.006932057351855233,0.06822555007648086,-0.006932057351855233,0.007976845804509464
-0.007180197814182766,0.05813978385876059,-0.007180197814182766,0.016515846466270086
-0.004806356755844994,0.04810066880769775,-0.004806356755844994,0.020036039113376848
-0.0013502326599770034,0.12250366647415104,-0.0013502326599770034,0.011987017093951648
-0.0012147057854110556,0.11650975438287606,-0.0012147057854110556,0.0036211132896721374
-0.004821863843074169,0.10486600443340288,-0.004821863843074169,0.0009643907090622528
-0.005673436778208845,0.09832334141457186,-0.005673436778208845,-0.000372311833812213
