x,y,z,roll,pitch,yaw
-0.2434871176216383,0.0635292414386888,9.744895650587468,0.0016591382733333842,-0.013367269744696706,-0.004709867050016059
-0.26602120626798254,0.0671201747950286,9.748494983279938,0.018591824289445873,0.01443598415198174,0.004612772046719444
-0.2225038050654351,0.08127417807924293,9.759611495347508,-0.018996695931150984,-0.022269562296162466,-0.01742960862624974
-0.21431135262673429,0.06778799388608484,9.753001873489254,0.012115457562905342,0.011337686295293477,0.008426596346344167
-0.24128037730909446,0.08595747696935874,9.74771256921645,-0.008225367346598117,-0.0068610535446618085,0.012941000790914202
-0.27272534944856885,0.10138812353683356,9.754666729233668,-0.012207923872200667,0.0014599564460653204,-0.0033955763750135965
-0.26214215159359805,0.09129163630168229,9.736067078417411,-0.004045925231010646,0.005158062219319949,-0.003346899702924411
-0.24518053184238353,0.07163705562957942,9.73069227502667,0.018355111873442666,-0.000773246624924063,0.0006232975049404993
-0.2898387365519257,0.08082832153765605,9.7550535696243,-0.006304434504292651,0.006722022873016681,0.008415108687887907
-0.24574448105394914,0.0892478147227485,9.75524261441422,0.0030251936204342997,-0.0001256865452801278,-0.009537051920432749
-0.24038034768225752,0.058745111322075966,9.742624743914325,0.007143496451175639,-0.0014856622780654138,0.0005881332898543457
-0.24700061423342173,0.08116213675032684,9.716078320409185,-0.010142708792399707,0.00023938657170219276,-0.0004649994363900178
-0.26369835324289487,0.07747050807290548,9.749201156851415,-0.004641145978291427,0.00023753544702514545,-0.0031097050245820486
-0.2639573971818442,0.07131618066548244,9.757048477002028,0.007331348386447908,-0.01269747804726692,0.007365960482483505
-0.2469855539239947,0.0807275625120398,9.7343188863994,0.007903943771739145,0.007607600229153669,-0.0029393480897015874
-0.24242730427620943,0.08664703699196165,9.74432782109539,0.00033366419500788425,-0.006335994626989945,0.00891836032402981
-0.26614790345103934,0.0932463429471904,9.746644191422266,0.0114254290811638,-0.006895454691316294,-0.011758741524121544
-0.2644534817304347,0.10292940706942455,9.765551648195581,-0.015078278323189904,0.019311921632076092,0.005694000804676368
-0.2106184387608406,0.07443930792390915,9.733119828837555,0.008472757812278285,-0.0012752211967692227,-0.003207262715516039
-0.2672856811414043,0.08392536974102144,9.766667190371317,-0.0202420396296474,-0.010361603082626642,0.005832584161262581
-0.2653477248604933,0.08856788415842481,9.762679186942629,0.0027705265234037302,0.0005754606393683594,-0.0019819434633556116
0.7812910304475043,-0.3218062121858594,8.781679531326104,-0.08165028452743303,-1.0675302905566986,-0.13112352040195724
3.7994641741075363,-0.13155156427411308,9.751161356070467,0.133417751336094,0.5475772455580644,0.6124032829924807
5.210236095226003,0.416068228660467,9.58023105379451,0.18081086499018245,0.6827454520863953,0.9202073412052575
6.38953497224976,0.6176882784904063,9.900046081301985,-0.09430937370424271,0.6335101713506328,-0.23402105785540744
2.947542645422767,0.2405870873407135,8.965787349354596,-0.4483453543414977,0.39650331509534026,-0.08284736256004187
0.27333804598920036,0.22162521059154436,10.051914357206218,-0.020829649060938003,-1.435112012590503,-0.6944045394785073
0.23441235142148703,-0.22767253437148155,10.198272236104973,0.12911841277356473,0.7674644949432671,0.007846933739070479
-0.39176916511870086,0.11555539922211112,9.651159429779042,-0.014821418822337883,-0.003319527362189227,0.19130888200655197
-0.9423557062465782,0.561489173308213,9.098541952895502,0.06485951687762487,-1.131506704249631,-0.3176959537238244
-0.5623348315211063,0.470870725546845,9.667385701071549,-0.0292749415598849,-0.048866561169908417,0.2597657744828184
-0.12821292098808618,0.781597275873068,10.750683467432644,0.09058942283306086,-0.15590695369516258,0.009441690318149874
0.021230509062003272,0.2649417319847062,9.994828006927975,0.21584765453624352,1.0887918035078963,-0.0731047359325185
-0.3541875033026761,0.03800811260368997,8.766623036497405,-0.012458578433519657,-0.826561589463288,0.148293204553413
-0.1064219316634365,0.7276899299617363,10.335932426971338,-0.0557961178317043,-0.49052466035129794,-0.015267592475822997
0.05678727602730506,0.06131311588909953,10.839502554708812,0.40347723671656044,0.917132193328593,0.07419864810449
-0.06950933609330838,0.11824594325784613,9.060355643945964,-0.7559677014514754,0.3093652543057224,-0.011735031399907316
-0.5865524324525888,0.45627958551981757,7.829100603265295,0.23321090349781826,-0.07583536550622968,-0.046015547479945185
-0.08319627372416089,0.1004004487014103,10.627164691276716,0.44305816324525193,-0.2800351058638588,-0.09737972559305906
0.4582296710867484,0.12933545941236504,10.482819099888053,-0.045292242155058955,1.589088583299336,0.27287260769192934
-0.4171627020140474,-0.19457168534649233,8.850804581430337,-0.05547498072803972,-1.0798409214808617,-0.15710729804297585
-3.101505638794512,-0.17719225588972234,9.160889660819189,-0.01822502617431489,0.42996046586672465,1.118928496873517
-4.244630610503876,1.3410615493861617,8.511206600304591,-0.832832859048409,0.20427505915824148,-1.0877013668217437
-4.7122441407413405,0.25616552137307164,9.455197662243384,0.4892974058075413,-0.6223868797374208,-1.4991223821055828
-5.389420904563019,0.2338784064345818,9.17143776850739,-0.08396708745742784,-0.009859230349678182,-0.9218693445176988
-4.409518877523108,-1.1850774199278005,8.850708862464481,0.4380286103126182,-1.2408353344331502,0.013947700111108576
0.0030905814756045646,-0.21305993880499885,10.850512648410305,-0.1845992344677791,0.3215189263515792,1.4386654891628903
-0.2061268000013581,0.04507840353118256,9.880798165085306,-0.0005754897527164522,0.53093216680994,0.20775800477635062
-0.5506940940387471,0.03896389992424911,9.577796232146573,-0.038766895089076374,0.06851017539409386,0.07195062347733497
