x,x_vel,yaw,yaw_vel
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.00039013254697133006,-0.006749115311089603,-0.004497167173760276,0.004769867948552736
-0.0002719871958256292,-0.005375825923823827,-0.003777074931320735,0.004046826605902956
-0.0002949846151909737,-0.010890665775908194,-0.002879759472668436,0.004269067153105434
-0.00024331485641946267,-0.004612841773365988,-0.0029072104859252683,0.004386202186547922
-0.0002612397742181421,-0.007998562742978098,-0.0028979143703214655,0.004418635985118756
-0.00022508647647005232,-0.003781169114266656,-0.0025068554197282744,0.0047493149387267475
-0.00022508647647005232,-0.003781169114266656,-0.0025068554197282744,0.0047493149387267475
-0.00020640244182437738,-0.0058697164020436185,-0.0025446489281778406,0.004589994273607148
-0.0002276603893786799,-0.011437976270060586,-0.002944034490339668,0.004628192474590382
-0.0002008609643816337,-0.005668138805069619,-0.003081689187354117,0.003977671181930935
-0.00018424167498812515,-0.0041089255493123745,-0.0027761789153377516,0.004308698501204067
-0.00020593613121482732,-0.007663682064501789,-0.003014782555448019,0.004202511027188603
-0.0002521031244450378,-0.013348675003656024,-0.004069986116251962,0.00407642933227566
-0.00024095275062197338,-0.005694434635386057,-0.003428490913282338,0.0046033360339776215
-0.0002417120077123732,-0.0038158236474782094,-0.0025313917471714792,0.0039048528960632114
-0.00025792909931544275,-0.006505693839826725,-0.002503868343460991,0.003561404092105655
-0.00024673814511986066,-0.005246603175406686,-0.0029381095958793454,0.004063057001805768
-0.00024673814511986066,-0.005246603175406686,-0.0029381095958793454,0.004063057001805768
-0.0002587899998770666,-0.005043746520267286,-0.003564109812161962,0.00338257002973599
-0.00026078143442113586,-0.004099213453014004,-0.0033746145837396943,0.0035112744314350314
-0.0002802393417938803,-0.008406697699090028,-0.0022458715236172593,0.002988772640044695
-0.0002951269103098331,-0.011989653142517966,-0.0024862716712070864,0.0036092160537351866
-0.00027169589584456755,-0.004254314586400566,-0.00315237691606769,0.003332295266647919
-0.00029969764303612915,-0.009148607308677907,-0.003796998744576198,0.004497987398391127
-0.00028014247875143947,-0.004765411110144491,-0.004485219373028036,0.005376027335611231
-0.0002905430372901064,-0.008628932664111135,-0.00466686206790472,0.00454826533190648
-0.00023161011818814657,-0.005841946450766996,-0.003195724539045618,0.0053344938192411324
-0.0002487230196774756,-0.009881714852635625,-0.003216785786741373,0.00474905347266023
-0.00030740105599589857,-0.016912126146612735,-0.0041637278127951705,0.00477845789939309
-0.0002724274481658268,-0.005010877597303386,-0.0042812736826704665,0.004704158651622741
-0.0003445116472095406,-0.013669471695094464,-0.005109936071597825,0.004685956442633051
-0.00038185631261288585,-0.01872365721287861,-0.0052687604734890925,0.004418961449305681
-0.0003659220090473453,-0.005741954905735255,-0.0052787947648200275,0.004294422299473796
-0.0003874497150508131,-0.009118853594823026,-0.004132726283771704,0.005687530362091461
-0.0004349514812914179,-0.014768460520084861,-0.003722814599703843,0.00609681929656459
-0.00040146213133376114,-0.004760930865284355,-0.0037369649902299668,0.005953539180844649
-0.00042128710168952405,-0.009982451210865172,-0.004814117280184228,0.005349454093587334
-0.00038238844705612514,-0.005305132648811482,-0.005626317720770419,0.005055106600680359
-0.00040169067982878486,-0.010308711593848517,-0.004902153020285833,0.00637887616149328
-0.00043770347120198065,-0.016782034516322954,-0.004813835269658622,0.005816732909381397
-0.00038829860590158127,-0.005433099883815521,-0.0046270036440663204,0.005856737095432726
-0.0004044709803343074,-0.009059398284621064,-0.003778261373648887,0.004882077259050548
-0.00044032483001686673,-0.014500248523953463,-0.0036893980281988543,0.004888332142533508
-0.00040588820098964856,-0.004422317169160989,-0.003694583431783967,0.0048523003568967165
-0.00043656870350437197,-0.012451321193371787,-0.002896465793524052,0.004894464366061158
-0.00044145973606929314,-0.015809892500049993,-0.002755438206099083,0.0041693972910383965
-0.0004369749585623305,-0.019290241347512303,-0.00297146906123592,0.004088212097282904
-0.0003604715134850554,-0.004688398126335876,-0.004186818541289284,0.004312045930390172
-0.0003783749930562119,-0.008406620852623604,-0.003825312649828466,0.004546554336330933
-0.0003348143384492659,-0.004725973667549809,-0.0033138689652402005,0.00443613885356398
-0.0003517525940978026,-0.008497174451475568,-0.0032295069785180926,0.005025122251152175
-0.00038733989764350125,-0.013974981645978383,-0.0038561883922210685,0.005868261929011015
-0.00038098728767415143,-0.004603545492497928,-0.0039500085206707475,0.006051157768082915
-0.0004122119667824338,-0.009081721909487674,-0.0038453930019441375,0.004968714093598614
-0.0003837924671650176,-0.003920200188873936,-0.003091811770266502,0.004594002058767326
-0.0003837924671650176,-0.003920200188873936,-0.003091811770266502,0.004594002058767326
-0.00036987343165472705,-0.003703779531011593,-0.002723133060820836,0.005120751267269095
-0.0003848388468421214,-0.009132622225141137,-0.003296382581530883,0.004383830395029632
-0.0003733385288678881,-0.005001114033135069,-0.0037048913132782676,0.004991555539957771
-0.00038438539716599616,-0.010864321387414215,-0.004795100185994738,0.004097513075465105
-0.00040167941391480234,-0.017115538793086835,-0.0038696549404481128,0.004609996175939358
-0.00040167941391480234,-0.017115538793086835,-0.0038696549404481128,0.004609996175939358
-0.0003990810171937817,-0.00479100954369235,-0.002994664844108309,0.004530692744158088
-0.00042189983271952636,-0.011392073139861352,-0.003389699216871915,0.0046693707492950765
-0.00042189983271952636,-0.011392073139861352,-0.003389699216871915,0.0046693707492950765
-0.0004735974845034188,-0.021430624093605438,-0.0032062117374809926,0.004379869653421562
-0.000364028816010615,-0.005592115087415635,-0.003963135205482127,0.003648447816061548
-0.000364028816010615,-0.005592115087415635,-0.003963135205482127,0.003648447816061548
-0.00035147942563326293,-0.004260739395317832,-0.0034591236403869186,0.004389824525906737
-0.00037462126010343066,-0.009719982090685962,-0.0038214630712171895,0.0060381649904410585
-0.00033307504824786046,-0.004767257965815247,-0.0036622875116515867,0.005667666549368011
-0.0003598217759016706,-0.012692055610773544,-0.0029450958206720277,0.004336060586091137
-0.0003876529405335784,-0.016404726993831924,-0.003479838389943282,0.004769458562852423
-0.0003661293674126977,-0.004733306780650631,-0.0034882027584761865,0.00465084903996021
-0.000386332793016775,-0.007556792922598825,-0.003885614717658507,0.003907080715799018
-0.00038275442055976124,-0.004325825700648402,-0.0032795515574223317,0.0040645727799241
-0.00038275442055976124,-0.004325825700648402,-0.0032795515574223317,0.0040645727799241
-0.0003621974602818528,-0.005832919490378374,-0.003992088761419032,0.005224167550306339
-0.0003784625448706621,-0.010369000831311273,-0.003849582770634341,0.005146573961577181
-0.0003784625448706621,-0.010369000831311273,-0.003849582770634341,0.005146573961577181
-0.00035421252195987573,-0.0053779019296499135,-0.003327795389449133,0.004622744014631756
-0.00036697629196767956,-0.008709750777962199,-0.0035053322802786955,0.004325239167655764
-0.0003631540827985342,-0.004355355275458907,-0.0035370139810485357,0.005311958507579084
-0.0003989699653566336,-0.010557956218205993,-0.0033103247777429524,0.004868174869501039
-0.0003720252236347582,-0.006308934698588894,-0.002761994342025304,0.004535554734272648
-0.0003720252236347582,-0.006308934698588894,-0.002761994342025304,0.004535554734272648
-0.0003623219768901683,-0.005572004583628432,-0.002908763884842012,0.005315195732940291
-0.00037752799744972097,-0.009667408212200723,-0.0035530452182659256,0.004885622290494611
-0.00036284924210995415,-0.004400190424076349,-0.0033434789295380494,0.004325319877223864
-0.00038689031294905044,-0.008865297696296645,-0.0035990509567584714,0.004414182353095461
-0.00039060828572284683,-0.004421300750567023,-0.003990677881897906,0.004950820800978742
-0.00039060828572284683,-0.004421300750567023,-0.003990677881897906,0.004950820800978742
-0.0004173718136909868,-0.004733204854850195,-0.0035228918927305516,0.002923977991311704
-0.00043738204786064567,-0.008589896119793371,-0.0036953750827200234,0.0029718487017715354
-0.00041706241411559614,-0.004171222318197519,-0.004026024288478034,0.003317463306701924
-0.0004411232749990799,-0.010366361249334705,-0.002967030145826942,0.00392768241928258
-0.0003873526834821836,-0.005318843415439229,-0.003130764615405993,0.004769966409566077
-0.0003873526834821836,-0.005318843415439229,-0.003130764615405993,0.004769966409566077
-0.0003849452193296222,-0.005550133981849205,-0.003366503210641647,0.0042734232939476684
-0.0004174559515062175,-0.011436070026814864,-0.0035573950399554414,0.0037466963554254737
-0.0004000486241251294,-0.004878006132217709,-0.004123913553101927,0.003051628707350963
-0.0004312061994993046,-0.011573685763396712,-0.004350371050951223,0.0037466555564644537
-0.0004180773062522127,-0.005015915409808764,-0.004622025979733701,0.003580360742274235
