x,x_vel,yaw,yaw_vel
0.0,0.0,-0.006240448123383851,3.540592124731802e-05
5.249013638113088e-11,-2.7300030473013177e-07,-0.006728319978795914,0.0042664463514521505
1.1750273036054977e-05,-0.009184927296299557,-0.006679297262211318,0.004259164674125548
4.360571074198357e-05,-0.016104210215617202,-0.006208100877815045,0.00439913301174602
8.517794725386382e-05,-0.02042187350968871,-0.005926092004211257,0.005086566928137751
0.0001536156016481982,-0.026419343998972302,-0.005106977029200945,0.005333657917180504
0.0001964914432777043,-0.029897558975235435,-0.004486365568905552,0.0053655594370748735
0.0002266109117045195,-0.031359504418521984,-0.004286451189624507,0.004975055216414802
0.00037839942046574633,-0.03793948286468657,-0.004541534715887501,0.004872023479732144
0.0004327253724420735,-0.04329161054298034,-0.0062550871256745804,0.004534196065563031
0.0004600100166138038,-0.04771296197443162,-0.007140171357173138,0.0049814549966717345
0.0004600100166138038,-0.04771296197443162,-0.007140171357173138,0.0049814549966717345
0.0004947837461468022,-0.056515456208008574,-0.006315380219431484,0.07957832686695186
9.051739849552799e-05,0.01793670364709132,-0.0018272066655747514,0.06564407518234672
0.00020941992019336443,0.08552276800056328,-0.0004966572834199851,0.03462447433178845
0.0008411330694905821,0.18123780664264053,0.0005218096957166295,0.011538599202319144
0.0013851454367141145,0.2087504704255102,0.00024028842777158634,0.011462926130708173
0.0013851454367141145,0.2087504704255102,0.00024028842777158634,0.011462926130708173
0.002471646660687466,0.22564456353043177,-0.004370254441225725,0.014353219320777788
0.0031910221209133934,0.20591777566214586,-0.005241456305696885,-0.0008839596202179605
0.004466136282383524,0.17367424780019508,-0.007379231495627804,0.020920164942518728
0.005500836257939822,0.15757481951825508,-0.006960230692898015,0.034728539083975905
0.006247261340799644,0.15833862605230498,-0.005468272907532493,0.009988695620173911
0.006247261340799644,0.15833862605230498,-0.005468272907532493,0.009988695620173911
0.00874072393047725,0.1622337958467385,-0.004731460097605354,-0.004386675931737787
0.009877897794242616,0.15707054686071392,-0.005423367597805034,-0.009050094182356054
0.012063069945048074,0.13799638385033816,-0.006839324244011433,0.003458104259894108
0.014294779709256581,0.12316350138235638,-0.006805319534587747,0.011919194304167302
0.015968679357523375,0.11804291672369237,-0.0059404405600067284,0.013007675619412741
0.019035950319481517,0.11235288738069005,-0.00482126712864895,0.011747880629951258
0.021563107250523555,0.10861338085537758,-0.004401565066455129,0.008321926738944555
0.022824477002924694,0.10606735569191403,-0.004593241600307047,0.011381835516801268
0.0288860017900758,0.09030620323588004,-0.006468757222619711,0.01633868217560417
0.0325449968868478,0.0796282155354876,-0.006880997560647966,0.017263085590687174
0.03466673792304725,0.07551011259313192,-0.005674391977189748,0.01125659763724015
